அசத்தியம்,பொய்.,22, [ acattiyam ]
அசத்திலட்சணம்,அசம்பவம்.,22, [ acattilaṭcaṇam ]
அசத்துக்கள்,"கீழோர், சிறியோர்.",22, [ acattukkaḷ ]
அசநவேதி,சீரகம்.,22, [ acanavēti ]
அகநியேறு,இடியேறு.,22, [ akaniyēṟu ]
அசந்தி,சந்தியின்மை.,22, [ acanti ]
அசந்தித்தம்,ஐயப்படாதது.,22, [ acantittam ]
அசந்துட்டன்,மகிழ்ச்சியற்றவன்.,22, [ acantuṭṭaṉ ]
அசர்நிகிதம்,தூரமுள்ளது.,22, [ acarnikitam ]
அசபாநலம்,அசபையாகிய அக்கினி.,22, [ acapānalam ]
அசபிண்டன்,சபிண்டனல்லாதவன்.,22, [ acapiṇṭaṉ ]
அசமதாகம்,ஓமம்.,23, [ acamatākam ]
அசமபாணன்,மன்மதன்.,23, [ acamapāṇaṉ ]
அசமயம்,"ஒவ்வாச்சமயம், கெட்டகாலம்.",23, [ acamayam ]
அசமருதம்,அத்தி.,23, [ acamarutam ]
